max_throttle,min_throttle,throttle_ramp_rate,safety_margin,rollout_distance,pursuit_lookahead,pursuit_blend,progress_weight,clearance_weight,smoothness_weight,steering_penalty_weight,gap_alignment_weight,turn_commitment_weight,max_steering_delta,temporal_blend,disparity_threshold,max_jump_distance,history_penalty_radius,history_penalty_weight,gap_threshold_scale,max_gap_threshold,turn_prediction_gain,forward_critical_distance,forward_warning_distance,forward_caution_distance,laps_completed,runtime,avg_lap_time,lap_consistency,collisions,collisions_per_lap,success,endurance_score
0.3,0.07,0.015,0.16,2.5,2.4,0.7,4,1,-2.5,-0.9,1,4,0.06,0.05,0.5,1.5,2,6,0.6,1.5,0.25,0.7,0.6,2,14,126.285143136978,9.02036736692701,0.826316966565332,50,3.57142857142857,0,-816.682503250144
0.4,0.05,0.02,0.12,3.5,1.2,0.7,5,3,-1,-0.5,2,6,0.08,0.3,0.25,0.8,1.5,4,0.45,2,0.5,0.3,0.6,2,0,48.9083545207977,999,999,50,50,0,-8492.5
0.45,0.05,0.03,0.12,3,2.4,0.2,3,2,-2,-0.7,2,6,0.08,0.05,0.4,1.5,1.5,8,0.25,3,0.25,0.3,1.3,1,9,80.5911731719971,8.95457479688856,2.31337089164121,50,5.55555555555556,0,-898.953291450428
0.15,0.07,0.005,0.18,3,2.1,0.6,3,4,-1.5,-0.5,1.5,4,0.1,0.2,0.4,1.5,0.8,6,0.6,3,0.5,0.3,0.6,1,10,135.058605670929,13.5058605670929,1.0407567005258,44,4.4,0,-768.968434920361
0.15,0.03,0.015,0.22,2.5,1.5,0.4,2,3,-2.5,-0.5,1.5,3,0.08,0.15,0.5,0.8,2,2,0.25,2,0.1,0.3,0.6,1.2,12,135.045344352722,11.2537786960602,0.38359134236245,0,0,0,149.947596548037
0.2,0.03,0.015,0.2,3,2.4,0.7,3,3,-2,-0.1,2.5,1,0.06,0.05,1,1.5,0.8,2,0.6,2.5,0.1,0.7,1,1.5,1,53.2550599575043,53.2550599575043,999,50,50,0,-6113.13764989376
0.2,0.03,0.03,0.16,2.5,1.2,0.2,1,3,-0.5,-0.3,1,5,0.04,0.15,1,0.8,0.8,6,0.45,1.5,0.1,0.5,0.8,1,14,135.026202917099,9.64472877979279,0.498704151530199,23,1.64285714285714,0,-276.605342707133
0.3,0.07,0.02,0.12,2,2.4,0.6,6,2,-2,-0.7,2.5,5,0.12,0.15,0.25,0.8,1.2,6,0.35,1.5,0.35,0.5,0.8,1,9,77.240430355072,8.58227003945245,0.632419158494306,50,5.55555555555556,0,-889.617770891103
0.25,0.05,0.005,0.08,1.5,1.5,0.8,6,3,-2.5,-0.5,1,2,0.1,0.2,0.4,1.5,1.2,1,0.45,2.5,0.2,0.4,1.3,2,14,135.059312105179,9.64709372179849,0.253418615910672,14,1,0,-95.3848273840496
0.2,0.05,0.03,0.08,1.5,2.4,0.7,2,3,-1,-0.1,1.5,2,0.1,0.15,0.5,1.5,1,1,0.6,3,0.5,0.7,1.3,1,14,135.055948495865,9.64685346399035,0.264082840118299,6,0.428571428571429,0,64.5624521394326
0.4,0.07,0.015,0.14,2,2.4,0.5,4,2,-2.5,-0.7,0.5,2,0.12,0.05,1,1.2,1.5,2,0.6,1.5,0.25,0.5,0.6,2,10,83.7939097881317,8.37939097881317,0.431283480307324,50,5,0,-873.10489484857
0.4,0.05,0.005,0.16,3,2.4,0.2,3,3,-1.5,-0.3,1,2,0.12,0.1,0.4,1.2,2,8,0.25,2.5,0.25,0.3,0.6,1,3,58.5504398345947,19.5168132781982,1.58609163761139,50,16.6666666666667,0,-1011.72249138355
0.3,0.05,0.015,0.16,3,2.4,0.4,5,3,-0.5,-0.9,0.5,6,0.06,0.05,0.5,2,0.8,8,0.35,3,0.25,0.3,1.3,1.2,9,88.4349682331085,9.8261075814565,1.30677352225963,50,5.55555555555556,0,-896.099136564939
0.4,0.05,0.03,0.08,3.5,1.2,0.6,1,1,-1.5,-0.1,1,6,0.12,0.1,0.4,1.2,0.8,6,0.6,2,0.2,0.5,1,1.2,6,75.5665147304535,12.5944191217422,1.16882013653313,50,8.33333333333333,0,-947.330148487021
0.45,0.05,0.01,0.08,1.5,1.5,0.4,5,1,-0.5,-0.3,2.5,4,0.08,0.2,0.4,2,0.8,2,0.6,2,0.1,0.3,0.6,1.2,7,70.9411399364471,10.1344485623496,1.82651645552967,50,7.14285714285714,0,-929.468703683522
0.4,0.07,0.005,0.2,2.5,1.5,0.2,5,1,-0.5,-0.1,2.5,6,0.06,0.05,0.4,2,1.2,6,0.25,2,0.35,0.5,0.8,2,15,127.870201349258,8.52468008995056,0.190726003265207,49,3.26666666666667,1,-777.265330241203
0.25,0.03,0.015,0.2,1.5,2.1,0.3,6,5,-2.5,-0.1,1,6,0.06,0.2,0.4,2,2,4,0.45,1.5,0.1,0.5,0.8,2,10,127.321041822433,12.7321041822433,0.332224186068711,50,5,0,-883.491381385952
0.4,0.05,0.03,0.2,3,2.4,0.3,4,5,-2,-0.3,2,3,0.08,0.05,0.5,2,2,1,0.35,2.5,0.1,0.3,0.6,1.5,0,29.5364921092987,999,999,50,50,0,-8492.5
0.35,0.03,0.005,0.14,3,1.8,0.2,6,4,-1.5,-0.9,1,7,0.08,0.1,0.4,0.8,2,1,0.6,2,0.5,0.7,0.6,1.2,4,78.01584649086,19.503961622715,6.91681239821935,50,12.5,0,-1023.34396604788
0.4,0.07,0.005,0.22,3,2.4,0.5,2,3,-1.5,-0.9,1,3,0.1,0.15,0.7,2,1.5,8,0.25,2,0.1,0.4,0.6,1.2,2,48.482129573822,24.241064786911,999,50,25,0,-6025.60266196728
0.15,0.05,0.01,0.12,2,1.8,0.8,2,5,-2,-0.5,1.5,7,0.1,0.2,0.5,1.2,1,6,0.35,1.5,0.1,0.5,0.8,2,11,135.005010604858,12.2731827822599,0.243975941100558,0,0,0,133.097163338848
0.25,0.07,0.01,0.14,3.5,1.5,0.6,6,1,-2.5,-0.7,0.5,6,0.12,0.05,0.25,0.8,1.2,4,0.35,1.5,0.1,0.3,1,2,0,27.1099283695221,999,999,50,50,0,-8492.5
0.45,0.05,0.03,0.18,2.5,2.4,0.7,2,2,-1.5,-0.5,1.5,3,0.1,0.1,0.5,2,1,6,0.45,2.5,0.35,0.7,0.8,1.5,9,80.0210638046265,8.89122931162516,0.408567477842858,50,5.55555555555556,0,-889.270910668277
0.4,0.07,0.02,0.2,2.5,1.2,0.4,6,4,-0.5,-0.5,1.5,4,0.1,0.05,0.4,0.8,1,8,0.25,1.5,0.5,0.3,1.3,1,12,102.869819164276,8.57248493035634,0.913011561863859,50,4.16666666666667,0,-845.99627013521
0.4,0.07,0.005,0.16,2.5,1.2,0.2,3,1,-2,-0.1,0.5,2,0.04,0.15,1,2,0.8,4,0.35,2,0.1,0.3,1,1.5,15,122.461643695831,8.16410957972209,0.743267312033966,45,3,1,-699.126610509475
0.35,0.03,0.015,0.16,3,1.8,0.3,3,4,-1,-0.9,1.5,5,0.1,0.05,0.4,0.8,1.5,6,0.6,2,0.1,0.5,1.3,2,6,83.0650019645691,13.8441669940948,0.477260586285563,50,8.33333333333333,0,-946.996720416665
0.45,0.03,0.005,0.14,3.5,2.4,0.4,3,1,-0.5,-0.7,2.5,4,0.08,0.15,0.5,0.8,0.8,6,0.25,2.5,0.5,0.7,0.6,1.2,0,52.2344417572022,999,999,50,50,0,-8492.5
0.4,0.03,0.005,0.2,2.5,1.8,0.4,4,3,-0.5,-0.1,1,5,0.06,0.15,1,1.2,1,8,0.25,1.5,0.5,0.4,1,2,15,130.535602331162,8.7023734887441,0.766802007225514,39,2.6,1,-580.589943757988
0.45,0.05,0.01,0.1,3.5,1.5,0.5,4,2,-0.5,-0.1,0.5,5,0.12,0.15,0.25,0.8,2,1,0.35,2,0.5,0.3,1.3,1.2,2,49.2812049388886,24.6406024694443,999,50,25,0,-6026.60150617361
0.3,0.03,0.03,0.14,2,1.5,0.5,5,3,-2.5,-0.1,1,5,0.06,0.1,0.25,0.8,1.2,4,0.25,1.5,0.5,0.4,1.3,1,15,119.47151350975,7.96476756731669,0.535404735224695,47,3.13333333333333,1,-737.588942594415
0.3,0.07,0.03,0.22,3.5,2.1,0.2,1,1,-1.5,-0.7,2,7,0.06,0.1,0.5,2,1.5,4,0.45,3,0.5,0.5,0.8,1.2,0,33.8706128597259,999,999,50,50,0,-8492.5
0.45,0.03,0.015,0.12,2,1.5,0.8,6,4,-1.5,-0.9,2,1,0.1,0.15,0.4,1.5,1.2,4,0.35,2.5,0.35,0.4,0.6,1.5,11,88.1099481582642,8.00999528711492,1.27032899625553,50,4.54545454545455,0,-861.376633199065
0.3,0.05,0.005,0.2,3,1.2,0.3,2,5,-1,-0.3,1,4,0.12,0.05,0.5,0.8,1,1,0.35,3,0.1,0.4,1,2,0,47.7744641304016,999,999,50,50,0,-8492.5
0.3,0.07,0.02,0.16,1.5,2.1,0.8,6,4,-2.5,-0.1,1.5,4,0.1,0.3,0.7,2,2,4,0.35,1.5,0.2,0.4,1.3,1,4,54.1157286167145,13.5289321541786,0.0496621405317191,50,12.5,0,-974.070641088105
0.3,0.03,0.01,0.22,2.5,1.2,0.4,1,5,-0.5,-0.3,0.5,6,0.08,0.15,0.7,1.5,1.5,8,0.35,1.5,0.35,0.7,1.3,2,13,135.020966768265,10.3862282129434,0.591438613887174,24,1.84615384615385,0,-313.922763601794
0.2,0.07,0.015,0.2,3.5,1.2,0.5,3,3,-2.5,-0.7,2.5,6,0.08,0.2,0.25,2,1.5,8,0.45,3,0.35,0.7,0.6,1.2,0,39.5841882228851,999,999,50,50,0,-8492.5
0.35,0.05,0.02,0.16,3.5,2.1,0.8,5,2,-1.5,-0.3,2,5,0.1,0.2,0.7,1.5,1.5,8,0.25,3,0.2,0.5,0.8,1.5,0,33.8941743373871,999,999,50,50,0,-8492.5
0.25,0.03,0.005,0.1,3.5,2.1,0.4,4,4,-2,-0.1,1,3,0.08,0.1,0.5,2,1,6,0.35,3,0.2,0.5,1,1.2,5,116.684927940369,23.3369855880737,2.647508116432,50,10,0,-996.580004552344
0.35,0.05,0.01,0.22,2,1.5,0.8,5,2,-2.5,-0.1,0.5,7,0.1,0.1,0.5,1.2,2,4,0.25,2.5,0.2,0.5,1,1.5,14,124.726177453995,8.90901267528534,0.478883493824105,50,3.57142857142857,0,-814.666949157334
0.15,0.03,0.02,0.16,3,1.8,0.2,1,3,-1.5,-0.7,2,2,0.12,0.2,0.25,1.2,1.2,8,0.35,1.5,0.5,0.5,1.3,1.5,0,52.4866616725922,999,999,50,50,0,-8492.5
0.15,0.05,0.02,0.1,2.5,2.4,0.4,6,3,-1.5,-0.9,2,4,0.12,0.2,0.7,1.2,2,2,0.25,2.5,0.25,0.7,0.6,1,11,135.024332046509,12.2749392769553,0.304880577802011,0,0,0,132.788248918602
0.25,0.03,0.03,0.1,1.5,1.2,0.2,6,2,-1.5,-0.7,1.5,3,0.06,0.05,0.25,1.2,1.2,1,0.45,1.5,0.5,0.3,1.3,1.5,8,98.8694891929626,12.3586861491203,1.08419810082907,50,6.25,0,-916.317705876946
0.3,0.07,0.02,0.12,2.5,2.1,0.2,1,3,-1,-0.3,2,5,0.06,0.1,0.7,1.5,1,8,0.25,2.5,0.25,0.5,0.8,1.5,15,111.899359703064,7.4599573135376,0.46970176396722,40,2.66666666666667,1,-595.99840210368
0.35,0.07,0.02,0.12,2,2.4,0.2,5,4,-2.5,-0.9,1,3,0.06,0.2,1,1.5,2,6,0.25,3,0.5,0.5,0.6,1.2,11,99.3152410984039,9.02865828167309,0.556227855926937,50,4.54545454545455,0,-860.352784983817
0.15,0.05,0.03,0.08,3.5,2.1,0.3,2,2,-2.5,-0.3,1.5,4,0.12,0.05,0.5,2,1.2,1,0.6,2,0.5,0.7,1.3,2,5,127.657656669617,25.5315313339233,5.14174124398863,50,10,0,-1014.53753455475
0.15,0.05,0.03,0.16,3.5,1.8,0.6,5,5,-2.5,-0.1,1.5,6,0.08,0.15,0.4,2,0.8,4,0.6,2,0.2,0.4,1,1,0,40.1904718875885,999,999,50,50,0,-8492.5
0.45,0.05,0.01,0.16,1.5,2.4,0.6,6,2,-0.5,-0.3,2,7,0.08,0.1,0.7,0.8,2,1,0.25,2,0.5,0.7,1,1.5,4,56.0378382205963,14.0094595551491,0.149985922602497,50,12.5,0,-975.773578500885
0.4,0.05,0.03,0.22,1.5,1.8,0.8,5,5,-1,-0.9,0.5,3,0.04,0.1,0.4,2,2,8,0.6,1.5,0.35,0.5,1.3,1.2,4,58.6109383106232,14.6527345776558,0.71136374146568,50,12.5,0,-980.188655151468
0.25,0.03,0.015,0.22,3,1.2,0.5,6,5,-2,-0.3,2.5,7,0.06,0.1,1,1.5,1,8,0.25,3,0.2,0.4,1.3,1.2,1,61.1627609729767,61.1627609729767,999,51,51,0,-6152.90690243244
0.4,0.05,0.01,0.14,3,1.8,0.2,4,3,-1.5,-0.7,2.5,4,0.12,0.2,0.5,1.2,2,6,0.45,2,0.25,0.3,0.8,1.5,13,106.411301612854,8.18548473945031,0.436340002490065,50,3.84615384615385,0,-827.645411861076
0.15,0.03,0.03,0.1,3,1.2,0.5,2,1,-2.5,-0.1,0.5,5,0.1,0.15,0.4,2,1.2,1,0.45,2.5,0.25,0.3,0.6,1,11,135.029997348785,12.275454304435,0.494959590243489,11,1,0,-88.163433712305
0.2,0.05,0.005,0.08,2,1.8,0.8,1,2,-2,-0.7,1.5,3,0.06,0.2,0.4,2,0.8,1,0.6,2,0.5,0.7,1.3,1,13,135.036345005035,10.3874111542335,0.248976028860337,1,0.0769230769230769,0,147.786591970115
0.35,0.07,0.005,0.1,1.5,1.8,0.2,6,1,-1,-0.3,0.5,3,0.08,0.15,0.25,2,2,2,0.45,2,0.5,0.3,1,1.5,7,84.514491558075,12.0734987940107,0.489430313048846,50,7.14285714285714,0,-927.630898550271
0.2,0.05,0.015,0.1,2.5,1.8,0.2,3,5,-1,-0.5,1.5,2,0.1,0.2,0.5,0.8,1.5,2,0.45,2.5,0.25,0.7,1.3,1.2,14,135.024913787842,9.64463669913156,0.221938552653619,1,0.0714285714285714,0,164.778715488903
0.35,0.03,0.02,0.1,2.5,1.2,0.2,5,5,-0.5,-0.3,1.5,2,0.04,0.15,0.5,0.8,2,4,0.45,2,0.25,0.5,0.8,2,13,104.097605466843,8.00750811283405,0.486442623265508,50,3.84615384615385,0,-827.450983398413
0.35,0.03,0.02,0.1,1.5,1.8,0.3,2,4,-2,-0.3,2.5,5,0.12,0.05,0.4,0.8,1,1,0.45,2,0.5,0.4,1,1.5,7,74.1046543121338,10.5863791874477,1.51758333334723,50,7.14285714285714,0,-929.053864635355
0.45,0.05,0.03,0.08,3,1.2,0.8,1,3,-0.5,-0.9,1,6,0.06,0.05,0.4,1.5,2,4,0.6,2.5,0.2,0.5,1,1,9,87.5822253227234,9.73135836919149,1.30568491818898,50,5.55555555555556,0,-895.856820513924
0.3,0.07,0.02,0.08,3.5,1.5,0.5,4,3,-1.5,-0.9,2.5,6,0.08,0.05,1,1.2,1.5,4,0.6,1.5,0.35,0.7,0.6,2,6,76.2735006809235,12.7122501134872,2.57802878409622,50,8.33333333333333,0,-954.670769204199
0.35,0.07,0.03,0.1,3.5,2.1,0.5,2,5,-2.5,-0.5,1,4,0.06,0.05,1,1.5,0.8,1,0.35,2,0.25,0.7,1.3,1.5,6,73.7612047195435,12.2935341199239,1.99005589597516,50,8.33333333333333,0,-950.684114779686
0.25,0.03,0.02,0.1,3,1.2,0.2,2,4,-1,-0.9,1.5,6,0.06,0.3,0.4,2,2,1,0.6,2.5,0.35,0.5,0.8,1.2,15,132.050739765167,8.80338265101115,0.695693033797415,29,1.93333333333333,1,-380.486921796515
0.2,0.03,0.02,0.22,3,1.5,0.6,2,5,-2.5,-0.1,0.5,4,0.04,0.15,0.25,2,1.5,6,0.45,2.5,0.1,0.5,0.6,1,0,64.3657534122467,999,999,50,50,0,-8492.5
0.25,0.07,0.015,0.12,3.5,1.8,0.7,2,3,-1.5,-0.7,1,6,0.12,0.1,0.7,1.2,1.5,2,0.45,2,0.35,0.5,0.6,2,6,87.7275588512421,14.6212598085403,0.709949075908534,50,8.33333333333333,0,-950.102894900894
0.4,0.07,0.005,0.08,3,1.2,0.3,5,2,-1,-0.7,1,1,0.12,0.05,0.4,0.8,1.2,6,0.6,2.5,0.5,0.4,1,1.2,14,130.606699705124,9.32904997893742,1.0626835076987,50,3.57142857142857,0,-818.636042485837
0.25,0.03,0.03,0.08,2,1.5,0.4,5,5,-2.5,-0.9,0.5,6,0.06,0.1,1,1.5,1,2,0.35,2,0.25,0.5,1.3,1.5,14,135.014254808426,9.64387534345899,0.502359160259545,15,1.07142857142857,0,-116.621484159945
0.25,0.03,0.03,0.22,2.5,1.8,0.3,1,3,-0.5,-0.5,0.5,5,0.06,0.3,0.4,1.2,1.5,6,0.25,2.5,0.5,0.4,1,1.5,15,132.70868396759,8.84724559783936,0.261102428838855,19,1.26666666666667,1,-178.423626138793
0.15,0.07,0.01,0.16,3,1.8,0.5,6,4,-0.5,-0.9,1.5,5,0.08,0.05,0.5,0.8,1.5,2,0.45,1.5,0.35,0.7,0.6,1.5,4,78.1507124900818,19.5376781225204,0.514847697378544,50,12.5,0,-991.418433793194
0.3,0.05,0.03,0.16,1.5,2.4,0.8,3,5,-2,-0.7,0.5,3,0.04,0.2,0.25,0.8,0.8,1,0.25,1.5,0.1,0.3,0.6,1.2,10,81.7388660907745,8.17388660907745,0.600177673678892,50,5,0,-873.435604891088
0.3,0.03,0.02,0.12,3,1.8,0.7,2,4,-0.5,-0.7,1,7,0.12,0.2,0.7,2,2,6,0.6,2,0.2,0.3,0.8,1.2,11,106.647210836411,9.69520098512823,0.748682414103619,50,4.54545454545455,0,-862.981414533339
0.4,0.03,0.03,0.2,1.5,1.5,0.3,4,1,-2.5,-0.9,1,6,0.1,0.15,0.7,2,0.8,8,0.35,3,0.1,0.4,0.6,1.2,6,66.1872937679291,11.0312156279882,0.604972447137247,50,8.33333333333333,0,-940.602901305657
0.3,0.03,0.015,0.12,1.5,2.4,0.4,5,2,-2.5,-0.5,2,6,0.1,0.3,0.25,1.5,1,6,0.25,3,0.5,0.5,0.8,1.2,9,83.9778702259064,9.33087446954515,0.331498320069822,50,5.55555555555556,0,-889.984677774212
0.4,0.07,0.015,0.12,3,2.1,0.5,6,1,-1,-0.5,0.5,6,0.04,0.05,0.7,2,1.5,4,0.25,3,0.35,0.7,0.8,1.2,8,75.6982791423798,9.46228489279747,0.624451234003066,50,6.25,0,-906.777968402009
0.45,0.03,0.005,0.08,3.5,2.4,0.5,4,2,-0.5,-0.3,1.5,4,0.12,0.2,1,0.8,1.5,1,0.6,2,0.1,0.7,1,1.2,10,129.011737346649,12.9011737346649,1.50224523565873,50,5,0,-889.764160514956
0.25,0.05,0.03,0.1,3,2.4,0.4,6,3,-2,-0.1,1.5,1,0.04,0.15,1,1.5,1,8,0.6,2.5,0.25,0.4,1,1.2,13,135.03359913826,10.3871999337123,0.501693355690652,40,3.07692307692308,0,-633.476466612734
0.35,0.07,0.01,0.12,3.5,2.1,0.7,4,5,-1,-0.7,1,7,0.1,0.1,0.4,0.8,1,6,0.6,1.5,0.35,0.3,1.3,1.2,2,46.8376276493073,23.4188138246536,999,50,25,0,-6023.54703456163
0.35,0.03,0.005,0.14,3.5,1.5,0.4,5,4,-1,-0.1,2,1,0.06,0.1,0.4,0.8,1.2,8,0.35,2,0.1,0.4,1.3,1,0,62.1866133213043,999,999,50,50,0,-8492.5
0.35,0.05,0.03,0.14,3,2.4,0.6,4,3,-1,-0.9,0.5,5,0.06,0.1,0.5,2,1.2,8,0.45,2.5,0.35,0.5,0.6,1.5,12,100.80153131485,8.40012760957082,0.398932861499062,50,4.16666666666667,0,-842.994983331422
0.15,0.05,0.005,0.22,3,1.2,0.8,1,4,-2.5,-0.7,1.5,2,0.08,0.3,0.7,1.5,1.5,6,0.45,2,0.35,0.4,0.6,1,0,44.0431885719299,999,999,51,51,0,-8512.5
0.3,0.05,0.03,0.14,1.5,2.1,0.5,1,2,-1,-0.1,2.5,2,0.06,0.05,0.5,1.5,1.2,8,0.45,2,0.5,0.4,1,1.5,14,121.120638847351,8.65147420338222,0.608375001949731,50,3.57142857142857,0,-814.670560518204
0.45,0.07,0.015,0.16,3.5,2.4,0.2,2,2,-1.5,-0.9,1,2,0.08,0.05,0.25,0.8,0.8,4,0.45,2.5,0.25,0.7,0.6,2,0,37.2023286819458,999,999,50,50,0,-8492.5
0.25,0.07,0.01,0.08,3.5,1.5,0.6,2,4,-1.5,-0.3,1.5,2,0.04,0.05,0.5,1.2,1,2,0.6,1.5,0.35,0.5,1,1.5,9,107.432559251785,11.9369510279761,1.02935976628222,50,5.55555555555556,0,-899.989176401352
0.35,0.05,0.01,0.14,2.5,1.8,0.2,3,5,-1.5,-0.3,2.5,6,0.04,0.2,1,1.2,1.2,4,0.45,2,0.1,0.5,1.3,1.2,15,118.056182861328,7.87041219075521,0.459243130245863,46,3.06666666666667,1,-716.972246128117
0.45,0.05,0.015,0.2,1.5,2.4,0.5,1,3,-2.5,-0.1,2.5,2,0.04,0.2,0.5,2,2,8,0.25,3,0.1,0.7,1,2,4,53.6067426204681,13.401685655117,0.447110918762408,50,12.5,0,-975.739768731605
0.25,0.07,0.03,0.16,2.5,2.4,0.4,4,3,-2.5,-0.5,0.5,2,0.04,0.15,0.5,1.2,1.2,2,0.25,2,0.35,0.7,1.3,1.2,15,122.507535457611,8.16716903050741,0.551515415736739,33,2.2,1,-458.175499654952
0.25,0.03,0.015,0.08,3.5,1.5,0.3,3,3,-2.5,-0.5,0.5,5,0.08,0.05,0.5,2,2,2,0.35,1.5,0.2,0.7,1,1.5,5,94.0844066143036,18.8168813228607,4.66698034722277,50,10,0,-995.377105043266
0.45,0.03,0.015,0.14,1.5,1.2,0.5,2,1,-1,-0.7,2,6,0.1,0.15,0.7,0.8,2,8,0.35,2,0.25,0.5,1.3,1.2,4,59.9782156944275,14.9945539236069,1.07564363679857,50,12.5,0,-982.86460299301
0.15,0.07,0.02,0.12,2.5,1.8,0.3,2,5,-0.5,-0.3,1.5,2,0.08,0.1,0.4,1.2,1.5,4,0.35,2.5,0.1,0.3,1.3,1.5,12,135.030239582062,11.2525199651718,0.251934740798507,5,0.416666666666667,0,50.6090263830779
0.4,0.03,0.02,0.14,2.5,1.8,0.2,6,1,-2,-0.1,2,5,0.04,0.3,0.7,0.8,1,8,0.25,2.5,0.2,0.7,1,1.2,10,80.472104549408,8.0472104549408,0.618053389123973,50,5,0,-873.208293082972
0.4,0.05,0.02,0.2,3.5,2.1,0.5,6,2,-2,-0.9,0.5,4,0.04,0.2,0.7,0.8,1.2,4,0.6,2,0.25,0.5,1.3,1.2,0,35.1749567985535,999,999,50,50,0,-8492.5
